username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner1034,learner1034@example.com,60,100,60,68,,
learner1035,learner1035@example.com,90,70,60,68,,
learner1036,learner1036@example.com,80,80,80,80,,
learner1037,learner1037@example.com,80,100,100,96,,
learner1038,learner1038@example.com,80,90,100,94,,
learner1039,learner1039@example.com,100,100,80,88,,
learner1040,learner1040@example.com,90,90,80,84,,
learner1041,learner1041@example.com,80,90,100,94,,
learner1042,learner1042@example.com,90,90,100,96,,
learner1043,learner1043@example.com,80,80,90,86,,
learner1044,learner1044@example.com,100,80,100,96,,
learner1045,learner1045@example.com,80,100,80,84,,
learner1046,learner1046@example.com,80,100,90,90,,
learner1047,learner1047@example.com,80,90,100,94,,
learner1048,learner1048@example.com,100,80,90,90,,
learner1049,learner1049@example.com,80,90,100,94,,
learner1050,learner1050@example.com,100,100,90,94,,
learner1051,learner1051@example.com,80,90,90,88,,
learner1052,learner1052@example.com,80,100,100,96,,
learner1053,learner1053@example.com,90,100,100,98,,
learner1054,learner1054@example.com,80,100,100,96,,
learner1055,learner1055@example.com,80,100,90,90,,
learner1056,learner1056@example.com,100,90,80,86,,
learner1057,learner1057@example.com,80,100,100,96,,
learner1058,learner1058@example.com,90,100,80,86,,
learner1059,learner1059@example.com,100,80,100,96,,
learner1060,learner1060@example.com,90,100,80,86,,
learner1061,learner1061@example.com,90,70,70,74,,
learner1062,learner1062@example.com,40,40,10,22,,
learner1063,learner1063@example.com,70,10,80,64,,
learner1064,learner1064@example.com,0,30,0,6,,
learner1065,learner1065@example.com,20,90,30,40,,
learner1066,learner1066@example.com,0,70,80,62,,
learner1067,learner1067@example.com,0,30,90,60,,
learner1068,learner1068@example.com,0,40,60,44,,
learner1069,learner1069@example.com,0,90,40,42,,
learner1070,learner1070@example.com,40,20,20,24,,
learner1071,learner1071@example.com,60,90,30,48,,
learner1072,learner1072@example.com,90,80,20,46,,
learner1073,learner1073@example.com,100,20,80,72,,
learner1074,learner1074@example.com,80,10,20,30,,
learner1075,learner1075@example.com,10,90,0,20,,
learner1076,learner1076@example.com,50,40,100,78,,
learner1077,learner1077@example.com,10,40,90,64,,
learner1078,learner1078@example.com,60,90,40,54,,
learner1079,learner1079@example.com,40,30,60,50,,
learner1080,learner1080@example.com,70,0,60,50,,
learner1081,learner1081@example.com,20,100,50,54,,
learner1082,learner1082@example.com,10,30,80,56,,
learner1083,learner1083@example.com,90,10,30,38,,
learner1084,learner1084@example.com,10,90,50,50,,
learner1085,learner1085@example.com,80,90,10,40,,
learner1086,learner1086@example.com,40,40,0,16,,
learner1087,learner1087@example.com,90,0,100,78,,
learner1088,learner1088@example.com,30,20,40,34,,
learner1089,learner1089@example.com,50,100,50,60,,
learner1090,learner1090@example.com,50,100,0,30,,
learner1091,learner1091@example.com,80,60,90,82,,
learner1092,learner1092@example.com,80,60,90,82,,
learner1093,learner1093@example.com,60,70,90,80,,
learner1094,learner1094@example.com,60,60,90,78,,
learner1095,learner1095@example.com,60,70,60,62,,
learner1096,learner1096@example.com,100,70,60,70,,
learner1097,learner1097@example.com,80,70,90,84,,
learner1098,learner1098@example.com,90,100,60,74,,
learner1099,learner1099@example.com,100,90,100,98,,
learner1100,learner1100@example.com,90,100,100,98,,
learner1101,learner1101@example.com,70,70,90,82,,
learner1102,learner1102@example.com,80,70,90,84,,
learner1103,learner1103@example.com,100,80,80,84,,
learner1104,learner1104@example.com,60,60,80,72,,
learner1105,learner1105@example.com,80,90,70,76,,
learner1106,learner1106@example.com,100,60,70,74,,
learner1107,learner1107@example.com,80,70,70,72,,
learner1108,learner1108@example.com,80,90,90,88,,
learner1109,learner1109@example.com,80,70,80,78,,
learner1110,learner1110@example.com,90,100,80,86,,
learner1111,learner1111@example.com,90,60,70,72,,
learner1112,learner1112@example.com,100,70,90,88,,
learner1113,learner1113@example.com,90,100,70,80,,
learner1114,learner1114@example.com,60,100,70,74,,
learner1115,learner1115@example.com,60,100,70,74,,
learner1116,learner1116@example.com,100,60,100,92,,
learner1117,learner1117@example.com,90,70,90,86,,
learner1118,learner1118@example.com,90,70,70,74,,
learner1119,learner1119@example.com,90,100,100,98,,
learner1120,learner1120@example.com,100,60,90,86,,
learner1121,learner1121@example.com,90,70,90,86,,
learner1122,learner1122@example.com,80,100,60,72,,
learner1123,learner1123@example.com,100,100,70,82,,
learner1124,learner1124@example.com,80,80,60,68,,
learner1125,learner1125@example.com,80,60,80,76,,
learner1126,learner1126@example.com,80,60,60,64,,
learner1127,learner1127@example.com,60,60,60,60,,
learner1128,learner1128@example.com,100,90,100,98,,
learner1129,learner1129@example.com,100,60,100,92,,
learner1130,learner1130@example.com,80,100,90,90,,
learner1131,learner1131@example.com,100,100,80,88,,
learner1132,learner1132@example.com,70,60,80,74,,
learner1133,learner1133@example.com,100,80,90,90,,
learner1134,learner1134@example.com,80,60,70,70,,
learner1135,learner1135@example.com,80,100,70,78,,
learner1136,learner1136@example.com,90,60,80,78,,
learner1137,learner1137@example.com,60,70,80,74,,
learner1138,learner1138@example.com,90,70,90,86,,
learner1139,learner1139@example.com,100,100,70,82,,
learner1140,learner1140@example.com,60,100,60,68,,
learner1141,learner1141@example.com,90,70,60,68,,
learner1142,learner1142@example.com,80,80,80,80,,
learner1143,learner1143@example.com,80,100,100,96,,
learner1144,learner1144@example.com,80,90,100,94,,
learner1145,learner1145@example.com,100,100,80,88,,
learner1146,learner1146@example.com,90,90,80,84,,
learner1147,learner1147@example.com,80,90,100,94,,
learner1148,learner1148@example.com,90,90,100,96,,
learner1149,learner1149@example.com,80,80,90,86,,
learner1150,learner1150@example.com,100,80,100,96,,
learner1151,learner1151@example.com,80,100,80,84,,
learner1152,learner1152@example.com,80,100,90,90,,
learner1153,learner1153@example.com,80,90,100,94,,
learner1154,learner1154@example.com,100,80,90,90,,
learner1155,learner1155@example.com,80,90,100,94,,
learner1156,learner1156@example.com,100,100,90,94,,
learner1157,learner1157@example.com,80,90,90,88,,
learner1158,learner1158@example.com,80,100,100,96,,
learner1159,learner1159@example.com,90,100,100,98,,
learner1160,learner1160@example.com,80,100,100,96,,
learner1161,learner1161@example.com,80,100,90,90,,
learner1162,learner1162@example.com,100,90,80,86,,
learner1163,learner1163@example.com,80,100,100,96,,
learner1164,learner1164@example.com,90,100,80,86,,
learner1165,learner1165@example.com,100,80,100,96,,
learner1166,learner1166@example.com,90,100,80,86,,
learner1167,learner1167@example.com,90,70,70,74,,
learner1168,learner1168@example.com,40,40,10,22,,
learner1169,learner1169@example.com,70,10,80,64,,
learner1170,learner1170@example.com,0,30,0,6,,
learner1171,learner1171@example.com,20,90,30,40,,
learner1172,learner1172@example.com,0,70,80,62,,
learner1173,learner1173@example.com,0,30,90,60,,
learner1174,learner1174@example.com,0,40,60,44,,
learner1175,learner1175@example.com,0,90,40,42,,
learner1176,learner1176@example.com,40,20,20,24,,
learner1177,learner1177@example.com,60,90,30,48,,
learner1178,learner1178@example.com,90,80,20,46,,
learner1179,learner1179@example.com,100,20,80,72,,
learner1180,learner1180@example.com,80,10,20,30,,
learner1181,learner1181@example.com,10,90,0,20,,
learner1182,learner1182@example.com,50,40,100,78,,
learner1183,learner1183@example.com,10,40,90,64,,
learner1184,learner1184@example.com,60,90,40,54,,
learner1185,learner1185@example.com,40,30,60,50,,
learner1186,learner1186@example.com,70,0,60,50,,
learner1187,learner1187@example.com,20,100,50,54,,
learner1188,learner1188@example.com,10,30,80,56,,
learner1189,learner1189@example.com,90,10,30,38,,
learner1190,learner1190@example.com,10,90,50,50,,
learner1191,learner1191@example.com,80,90,10,40,,
learner1192,learner1192@example.com,40,40,0,16,,
learner1193,learner1193@example.com,90,0,100,78,,
learner1194,learner1194@example.com,30,20,40,34,,
learner1195,learner1195@example.com,50,100,50,60,,
learner1196,learner1196@example.com,50,100,0,30,,
learner1197,learner1197@example.com,80,60,90,82,,
learner1198,learner1198@example.com,80,60,90,82,,
learner1199,learner1199@example.com,60,70,90,80,,
learner1200,learner1200@example.com,60,60,90,78,,
learner1201,learner1201@example.com,60,70,60,62,,
learner1202,learner1202@example.com,100,70,60,70,,
learner1203,learner1203@example.com,80,70,90,84,,
learner1204,learner1204@example.com,90,100,60,74,,
learner1205,learner1205@example.com,100,90,100,98,,
learner1206,learner1206@example.com,90,100,100,98,,
learner1207,learner1207@example.com,70,70,90,82,,
learner1208,learner1208@example.com,80,70,90,84,,
learner1209,learner1209@example.com,100,80,80,84,,
learner1210,learner1210@example.com,60,60,80,72,,
learner1211,learner1211@example.com,80,90,70,76,,
learner1212,learner1212@example.com,100,60,70,74,,
learner1213,learner1213@example.com,80,70,70,72,,
learner1214,learner1214@example.com,80,90,90,88,,
learner1215,learner1215@example.com,80,70,80,78,,
learner1216,learner1216@example.com,90,100,80,86,,
learner1217,learner1217@example.com,90,60,70,72,,
learner1218,learner1218@example.com,100,70,90,88,,
learner1219,learner1219@example.com,90,100,70,80,,
learner1220,learner1220@example.com,60,100,70,74,,
learner1221,learner1221@example.com,60,100,70,74,,
learner1222,learner1222@example.com,100,60,100,92,,
learner1223,learner1223@example.com,90,70,90,86,,
learner1224,learner1224@example.com,90,70,70,74,,
learner1225,learner1225@example.com,90,100,100,98,,
learner1226,learner1226@example.com,100,60,90,86,,
learner1227,learner1227@example.com,90,70,90,86,,
learner1228,learner1228@example.com,80,100,60,72,,
learner1229,learner1229@example.com,100,100,70,82,,
learner1230,learner1230@example.com,80,80,60,68,,
learner1231,learner1231@example.com,80,60,80,76,,
learner1232,learner1232@example.com,80,60,60,64,,
learner1233,learner1233@example.com,60,60,60,60,,
learner1234,learner1234@example.com,100,90,100,98,,
learner1235,learner1235@example.com,100,60,100,92,,
learner1236,learner1236@example.com,80,100,90,90,,
learner1237,learner1237@example.com,100,100,80,88,,
learner1238,learner1238@example.com,70,60,80,74,,
learner1239,learner1239@example.com,100,80,90,90,,
learner1240,learner1240@example.com,80,60,70,70,,
learner1241,learner1241@example.com,80,100,70,78,,
learner1242,learner1242@example.com,90,60,80,78,,
learner1243,learner1243@example.com,60,70,80,74,,
learner1244,learner1244@example.com,90,70,90,86,,
learner1245,learner1245@example.com,100,100,70,82,,
learner1246,learner1246@example.com,60,100,60,68,,
learner1247,learner1247@example.com,90,70,60,68,,
learner1248,learner1248@example.com,80,80,80,80,,
learner1249,learner1249@example.com,80,100,100,96,,
learner1250,learner1250@example.com,80,90,100,94,,
learner1251,learner1251@example.com,100,100,80,88,,
learner1252,learner1252@example.com,90,90,80,84,,
learner1253,learner1253@example.com,80,90,100,94,,
learner1254,learner1254@example.com,90,90,100,96,,
learner1255,learner1255@example.com,80,80,90,86,,
learner1256,learner1256@example.com,100,80,100,96,,
learner1257,learner1257@example.com,80,100,80,84,,
learner1258,learner1258@example.com,80,100,90,90,,
learner1259,learner1259@example.com,80,90,100,94,,
learner1260,learner1260@example.com,100,80,90,90,,
learner1261,learner1261@example.com,80,90,100,94,,
learner1262,learner1262@example.com,100,100,90,94,,
learner1263,learner1263@example.com,80,90,90,88,,
learner1264,learner1264@example.com,80,100,100,96,,
learner1265,learner1265@example.com,90,100,100,98,,
learner1266,learner1266@example.com,80,100,100,96,,
learner1267,learner1267@example.com,80,100,90,90,,
learner1268,learner1268@example.com,100,90,80,86,,
learner1269,learner1269@example.com,80,100,100,96,,
learner1270,learner1270@example.com,90,100,80,86,,
learner1271,learner1271@example.com,100,80,100,96,,
learner1272,learner1272@example.com,90,100,80,86,,
learner1273,learner1273@example.com,90,70,70,74,,
learner1274,learner1274@example.com,40,40,10,22,,
learner1275,learner1275@example.com,70,10,80,64,,
learner1276,learner1276@example.com,0,30,0,6,,
learner1277,learner1277@example.com,20,90,30,40,,
learner1278,learner1278@example.com,0,70,80,62,,
learner1279,learner1279@example.com,0,30,90,60,,
learner1280,learner1280@example.com,0,40,60,44,,
learner1281,learner1281@example.com,0,90,40,42,,
learner1282,learner1282@example.com,40,20,20,24,,
learner1283,learner1283@example.com,60,90,30,48,,
learner1284,learner1284@example.com,90,80,20,46,,
learner1285,learner1285@example.com,100,20,80,72,,
learner1286,learner1286@example.com,80,10,20,30,,
learner1287,learner1287@example.com,10,90,0,20,,
learner1288,learner1288@example.com,50,40,100,78,,
learner1289,learner1289@example.com,10,40,90,64,,
learner1290,learner1290@example.com,60,90,40,54,,
learner1291,learner1291@example.com,40,30,60,50,,
learner1292,learner1292@example.com,70,0,60,50,,
learner1293,learner1293@example.com,20,100,50,54,,
learner1294,learner1294@example.com,10,30,80,56,,
learner1295,learner1295@example.com,90,10,30,38,,
learner1296,learner1296@example.com,10,90,50,50,,
learner1297,learner1297@example.com,80,90,10,40,,
learner1298,learner1298@example.com,40,40,0,16,,
learner1299,learner1299@example.com,90,0,100,78,,
learner1300,learner1300@example.com,30,20,40,34,,
learner1301,learner1301@example.com,50,100,50,60,,
learner1302,learner1302@example.com,50,100,0,30,,
learner1303,learner1303@example.com,80,60,90,82,,
learner1304,learner1304@example.com,80,60,90,82,,
learner1305,learner1305@example.com,60,70,90,80,,
learner1306,learner1306@example.com,60,60,90,78,,
learner1307,learner1307@example.com,60,70,60,62,,
learner1308,learner1308@example.com,100,70,60,70,,
learner1309,learner1309@example.com,80,70,90,84,,
learner1310,learner1310@example.com,90,100,60,74,,
learner1311,learner1311@example.com,100,90,100,98,,
learner1312,learner1312@example.com,90,100,100,98,,
learner1313,learner1313@example.com,70,70,90,82,,
learner1314,learner1314@example.com,80,70,90,84,,
learner1315,learner1315@example.com,100,80,80,84,,
learner1316,learner1316@example.com,60,60,80,72,,
learner1317,learner1317@example.com,80,90,70,76,,
learner1318,learner1318@example.com,100,60,70,74,,
learner1319,learner1319@example.com,80,70,70,72,,
learner1320,learner1320@example.com,80,90,90,88,,
learner1321,learner1321@example.com,80,70,80,78,,
learner1322,learner1322@example.com,90,100,80,86,,
learner1323,learner1323@example.com,90,60,70,72,,
learner1324,learner1324@example.com,100,70,90,88,,
learner1325,learner1325@example.com,90,100,70,80,,
learner1326,learner1326@example.com,60,100,70,74,,
learner1327,learner1327@example.com,60,100,70,74,,
learner1328,learner1328@example.com,100,60,100,92,,
learner1329,learner1329@example.com,90,70,90,86,,
learner1330,learner1330@example.com,90,70,70,74,,
learner1331,learner1331@example.com,90,100,100,98,,
learner1332,learner1332@example.com,100,60,90,86,,
learner1333,learner1333@example.com,90,70,90,86,,
learner1334,learner1334@example.com,80,100,60,72,,
learner1335,learner1335@example.com,100,100,70,82,,
learner1336,learner1336@example.com,80,80,60,68,,
learner1337,learner1337@example.com,80,60,80,76,,
learner1338,learner1338@example.com,80,60,60,64,,
learner1339,learner1339@example.com,60,60,60,60,,
learner1340,learner1340@example.com,100,90,100,98,,
learner1341,learner1341@example.com,100,60,100,92,,
learner1342,learner1342@example.com,80,100,90,90,,
learner1343,learner1343@example.com,100,100,80,88,,
learner1344,learner1344@example.com,70,60,80,74,,
learner1345,learner1345@example.com,100,80,90,90,,
learner1346,learner1346@example.com,80,60,70,70,,
learner1347,learner1347@example.com,80,100,70,78,,
learner1348,learner1348@example.com,90,60,80,78,,
learner1349,learner1349@example.com,60,70,80,74,,
learner1350,learner1350@example.com,90,70,90,86,,
learner1351,learner1351@example.com,100,100,70,82,,
learner1352,learner1352@example.com,60,100,60,68,,
learner1353,learner1353@example.com,90,70,60,68,,
learner1354,learner1354@example.com,80,80,80,80,,
learner1355,learner1355@example.com,80,100,100,96,,
learner1356,learner1356@example.com,80,90,100,94,,
learner1357,learner1357@example.com,100,100,80,88,,
learner1358,learner1358@example.com,90,90,80,84,,
learner1359,learner1359@example.com,80,90,100,94,,
learner1360,learner1360@example.com,90,90,100,96,,
learner1361,learner1361@example.com,80,80,90,86,,
learner1362,learner1362@example.com,100,80,100,96,,
learner1363,learner1363@example.com,80,100,80,84,,
learner1364,learner1364@example.com,80,100,90,90,,
learner1365,learner1365@example.com,80,90,100,94,,
learner1366,learner1366@example.com,100,80,90,90,,
learner1367,learner1367@example.com,80,90,100,94,,
learner1368,learner1368@example.com,100,100,90,94,,
learner1369,learner1369@example.com,80,90,90,88,,
learner1370,learner1370@example.com,80,100,100,96,,
learner1371,learner1371@example.com,90,100,100,98,,
learner1372,learner1372@example.com,80,100,100,96,,
learner1373,learner1373@example.com,80,100,90,90,,
learner1374,learner1374@example.com,100,90,80,86,,
learner1375,learner1375@example.com,80,100,100,96,,
learner1376,learner1376@example.com,90,100,80,86,,
learner1377,learner1377@example.com,100,80,100,96,,
learner1378,learner1378@example.com,90,100,80,86,,
learner1379,learner1379@example.com,90,70,70,74,,
learner1380,learner1380@example.com,40,40,10,22,,
learner1381,learner1381@example.com,70,10,80,64,,
learner1382,learner1382@example.com,0,30,0,6,,
learner1383,learner1383@example.com,20,90,30,40,,
learner1384,learner1384@example.com,0,70,80,62,,
learner1385,learner1385@example.com,0,30,90,60,,
learner1386,learner1386@example.com,0,40,60,44,,
learner1387,learner1387@example.com,0,90,40,42,,
learner1388,learner1388@example.com,40,20,20,24,,
learner1389,learner1389@example.com,60,90,30,48,,
learner1390,learner1390@example.com,90,80,20,46,,
learner1391,learner1391@example.com,100,20,80,72,,
learner1392,learner1392@example.com,80,10,20,30,,
learner1393,learner1393@example.com,10,90,0,20,,
learner1394,learner1394@example.com,50,40,100,78,,
learner1395,learner1395@example.com,10,40,90,64,,
learner1396,learner1396@example.com,60,90,40,54,,
learner1397,learner1397@example.com,40,30,60,50,,
learner1398,learner1398@example.com,70,0,60,50,,
learner1399,learner1399@example.com,20,100,50,54,,
learner1400,learner1400@example.com,10,30,80,56,,
learner1401,learner1401@example.com,90,10,30,38,,
learner1402,learner1402@example.com,10,90,50,50,,
learner1403,learner1403@example.com,80,90,10,40,,
learner1404,learner1404@example.com,40,40,0,16,,
learner1405,learner1405@example.com,90,0,100,78,,
learner1406,learner1406@example.com,30,20,40,34,,
learner1407,learner1407@example.com,50,100,50,60,,
learner1408,learner1408@example.com,50,100,0,30,,
learner1409,learner1409@example.com,80,60,90,82,,
learner1410,learner1410@example.com,80,60,90,82,,
learner1411,learner1411@example.com,60,70,90,80,,
learner1412,learner1412@example.com,60,60,90,78,,
learner1413,learner1413@example.com,60,70,60,62,,
learner1414,learner1414@example.com,100,70,60,70,,
learner1415,learner1415@example.com,80,70,90,84,,
learner1416,learner1416@example.com,90,100,60,74,,
learner1417,learner1417@example.com,100,90,100,98,,
learner1418,learner1418@example.com,90,100,100,98,,
learner1419,learner1419@example.com,70,70,90,82,,
learner1420,learner1420@example.com,80,70,90,84,,
learner1421,learner1421@example.com,100,80,80,84,,
learner1422,learner1422@example.com,60,60,80,72,,
learner1423,learner1423@example.com,80,90,70,76,,
learner1424,learner1424@example.com,100,60,70,74,,
learner1425,learner1425@example.com,80,70,70,72,,
learner1426,learner1426@example.com,80,90,90,88,,
learner1427,learner1427@example.com,80,70,80,78,,
learner1428,learner1428@example.com,90,100,80,86,,
learner1429,learner1429@example.com,90,60,70,72,,
learner1430,learner1430@example.com,100,70,90,88,,
learner1431,learner1431@example.com,90,100,70,80,,
learner1432,learner1432@example.com,60,100,70,74,,
learner1433,learner1433@example.com,60,100,70,74,,
learner1434,learner1434@example.com,100,60,100,92,,
learner1435,learner1435@example.com,90,70,90,86,,
learner1436,learner1436@example.com,90,70,70,74,,
learner1437,learner1437@example.com,90,100,100,98,,
learner1438,learner1438@example.com,100,60,90,86,,
learner1439,learner1439@example.com,90,70,90,86,,
learner1440,learner1440@example.com,80,100,60,72,,
learner1441,learner1441@example.com,100,100,70,82,,
learner1442,learner1442@example.com,80,80,60,68,,
learner1443,learner1443@example.com,80,60,80,76,,
learner1444,learner1444@example.com,80,60,60,64,,
learner1445,learner1445@example.com,60,60,60,60,,
learner1446,learner1446@example.com,100,90,100,98,,
learner1447,learner1447@example.com,100,60,100,92,,
learner1448,learner1448@example.com,80,100,90,90,,
learner1449,learner1449@example.com,100,100,80,88,,
learner1450,learner1450@example.com,70,60,80,74,,
learner1451,learner1451@example.com,100,80,90,90,,
learner1452,learner1452@example.com,80,60,70,70,,
learner1453,learner1453@example.com,80,100,70,78,,
learner1454,learner1454@example.com,90,60,80,78,,
learner1455,learner1455@example.com,60,70,80,74,,
learner1456,learner1456@example.com,90,70,90,86,,
learner1457,learner1457@example.com,100,100,70,82,,
learner1458,learner1458@example.com,60,100,60,68,,
learner1459,learner1459@example.com,90,70,60,68,,
learner1460,learner1460@example.com,80,80,80,80,,
learner1461,learner1461@example.com,80,100,100,96,,
learner1462,learner1462@example.com,80,90,100,94,,
learner1463,learner1463@example.com,100,100,80,88,,
learner1464,learner1464@example.com,90,90,80,84,,
learner1465,learner1465@example.com,80,90,100,94,,
learner1466,learner1466@example.com,90,90,100,96,,
learner1467,learner1467@example.com,80,80,90,86,,
learner1468,learner1468@example.com,100,80,100,96,,
learner1469,learner1469@example.com,80,100,80,84,,
learner1470,learner1470@example.com,80,100,90,90,,
learner1471,learner1471@example.com,80,90,100,94,,
learner1472,learner1472@example.com,100,80,90,90,,
learner1473,learner1473@example.com,80,90,100,94,,
learner1474,learner1474@example.com,100,100,90,94,,
learner1475,learner1475@example.com,80,90,90,88,,
learner1476,learner1476@example.com,80,100,100,96,,
learner1477,learner1477@example.com,90,100,100,98,,
learner1478,learner1478@example.com,80,100,100,96,,
learner1479,learner1479@example.com,80,100,90,90,,
learner1480,learner1480@example.com,100,90,80,86,,
learner1481,learner1481@example.com,80,100,100,96,,
learner1482,learner1482@example.com,90,100,80,86,,
learner1483,learner1483@example.com,100,80,100,96,,
learner1484,learner1484@example.com,90,100,80,86,,
learner1485,learner1485@example.com,90,70,70,74,,
learner1486,learner1486@example.com,40,40,10,22,,
learner1487,learner1487@example.com,70,10,80,64,,
learner1488,learner1488@example.com,0,30,0,6,,
learner1489,learner1489@example.com,20,90,30,40,,
learner1490,learner1490@example.com,0,70,80,62,,
learner1491,learner1491@example.com,0,30,90,60,,
learner1492,learner1492@example.com,0,40,60,44,,
learner1493,learner1493@example.com,0,90,40,42,,
learner1494,learner1494@example.com,40,20,20,24,,
learner1495,learner1495@example.com,60,90,30,48,,
learner1496,learner1496@example.com,90,80,20,46,,
learner1497,learner1497@example.com,100,20,80,72,,
learner1498,learner1498@example.com,80,10,20,30,,
learner1499,learner1499@example.com,10,90,0,20,,
learner1500,learner1500@example.com,50,40,100,78,,
learner1501,learner1501@example.com,10,40,90,64,,
learner1502,learner1502@example.com,60,90,40,54,,
learner1503,learner1503@example.com,40,30,60,50,,
learner1504,learner1504@example.com,70,0,60,50,,
learner1505,learner1505@example.com,20,100,50,54,,
learner1506,learner1506@example.com,10,30,80,56,,
learner1507,learner1507@example.com,90,10,30,38,,
learner1508,learner1508@example.com,10,90,50,50,,
learner1509,learner1509@example.com,80,90,10,40,,
learner1510,learner1510@example.com,40,40,0,16,,
learner1511,learner1511@example.com,90,0,100,78,,
learner1512,learner1512@example.com,30,20,40,34,,
learner1513,learner1513@example.com,50,100,50,60,,
learner1514,learner1514@example.com,50,100,0,30,,
learner1515,learner1515@example.com,80,60,90,82,,
learner1516,learner1516@example.com,80,60,90,82,,
learner1517,learner1517@example.com,60,70,90,80,,
learner1518,learner1518@example.com,60,60,90,78,,
learner1519,learner1519@example.com,60,70,60,62,,
learner1520,learner1520@example.com,100,70,60,70,,
learner1521,learner1521@example.com,80,70,90,84,,
learner1522,learner1522@example.com,90,100,60,74,,
learner1523,learner1523@example.com,100,90,100,98,,
learner1524,learner1524@example.com,90,100,100,98,,
learner1525,learner1525@example.com,70,70,90,82,,
learner1526,learner1526@example.com,80,70,90,84,,
learner1527,learner1527@example.com,100,80,80,84,,
learner1528,learner1528@example.com,60,60,80,72,,
learner1529,learner1529@example.com,80,90,70,76,,
learner1530,learner1530@example.com,100,60,70,74,,
learner1531,learner1531@example.com,80,70,70,72,,
learner1532,learner1532@example.com,80,90,90,88,,
learner1533,learner1533@example.com,80,70,80,78,,
learner1534,learner1534@example.com,90,100,80,86,,
learner1535,learner1535@example.com,90,60,70,72,,
learner1536,learner1536@example.com,100,70,90,88,,
learner1537,learner1537@example.com,90,100,70,80,,
learner1538,learner1538@example.com,60,100,70,74,,
learner1539,learner1539@example.com,60,100,70,74,,
learner1540,learner1540@example.com,100,60,100,92,,
learner1541,learner1541@example.com,90,70,90,86,,
learner1542,learner1542@example.com,90,70,70,74,,
learner1543,learner1543@example.com,90,100,100,98,,
learner1544,learner1544@example.com,100,60,90,86,,
learner1545,learner1545@example.com,90,70,90,86,,
learner1546,learner1546@example.com,80,100,60,72,,
learner1547,learner1547@example.com,100,100,70,82,,
learner1548,learner1548@example.com,80,80,60,68,,
learner1549,learner1549@example.com,80,60,80,76,,
learner1550,learner1550@example.com,80,60,60,64,,
learner1551,learner1551@example.com,60,60,60,60,,
learner1552,learner1552@example.com,100,90,100,98,,
learner1553,learner1553@example.com,100,60,100,92,,
learner1554,learner1554@example.com,80,100,90,90,,
learner1555,learner1555@example.com,100,100,80,88,,
learner1556,learner1556@example.com,70,60,80,74,,
learner1557,learner1557@example.com,100,80,90,90,,
learner1558,learner1558@example.com,80,60,70,70,,
learner1559,learner1559@example.com,80,100,70,78,,
learner1560,learner1560@example.com,90,60,80,78,,
learner1561,learner1561@example.com,60,70,80,74,,
learner1562,learner1562@example.com,90,70,90,86,,
learner1563,learner1563@example.com,100,100,70,82,,
learner1564,learner1564@example.com,60,100,60,68,,
learner1565,learner1565@example.com,90,70,60,68,,
learner1566,learner1566@example.com,80,80,80,80,,
learner1567,learner1567@example.com,80,100,100,96,,
learner1568,learner1568@example.com,80,90,100,94,,
learner1569,learner1569@example.com,100,100,80,88,,
learner1570,learner1570@example.com,90,90,80,84,,
learner1571,learner1571@example.com,80,90,100,94,,
learner1572,learner1572@example.com,90,90,100,96,,
learner1573,learner1573@example.com,80,80,90,86,,
learner1574,learner1574@example.com,100,80,100,96,,
learner1575,learner1575@example.com,80,100,80,84,,
learner1576,learner1576@example.com,80,100,90,90,,
learner1577,learner1577@example.com,80,90,100,94,,
learner1578,learner1578@example.com,100,80,90,90,,
learner1579,learner1579@example.com,80,90,100,94,,
learner1580,learner1580@example.com,100,100,90,94,,
learner1581,learner1581@example.com,80,90,90,88,,
learner1582,learner1582@example.com,80,100,100,96,,
learner1583,learner1583@example.com,90,100,100,98,,
learner1584,learner1584@example.com,80,100,100,96,,
learner1585,learner1585@example.com,80,100,90,90,,
learner1586,learner1586@example.com,100,90,80,86,,
learner1587,learner1587@example.com,80,100,100,96,,
learner1588,learner1588@example.com,90,100,80,86,,
learner1589,learner1589@example.com,100,80,100,96,,
learner1590,learner1590@example.com,90,100,80,86,,
learner1591,learner1591@example.com,90,70,70,74,,
learner1592,learner1592@example.com,40,40,10,22,,
learner1593,learner1593@example.com,70,10,80,64,,
learner1594,learner1594@example.com,0,30,0,6,,
learner1595,learner1595@example.com,20,90,30,40,,
learner1596,learner1596@example.com,0,70,80,62,,
learner1597,learner1597@example.com,0,30,90,60,,
learner1598,learner1598@example.com,0,40,60,44,,
learner1599,learner1599@example.com,0,90,40,42,,
learner1600,learner1600@example.com,40,20,20,24,,
learner1601,learner1601@example.com,60,90,30,48,,
learner1602,learner1602@example.com,90,80,20,46,,
learner1603,learner1603@example.com,100,20,80,72,,
learner1604,learner1604@example.com,80,10,20,30,,
learner1605,learner1605@example.com,10,90,0,20,,
learner1606,learner1606@example.com,50,40,100,78,,
learner1607,learner1607@example.com,10,40,90,64,,
learner1608,learner1608@example.com,60,90,40,54,,
learner1609,learner1609@example.com,40,30,60,50,,
learner1610,learner1610@example.com,70,0,60,50,,
learner1611,learner1611@example.com,20,100,50,54,,
learner1612,learner1612@example.com,10,30,80,56,,
learner1613,learner1613@example.com,90,10,30,38,,
learner1614,learner1614@example.com,10,90,50,50,,
